ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Partial_Cognacy,Borrowings,Patterns,Morpheme_Glosses
Enlhet-147_muchmany-2,,Enlhet,147_muchmany,aclha'maeclha'; aclha'maclha'; lha'moo'; acpentalhnama; acpentalhnaclha'; tac; soj; caascama; catlaycaoc; motso; acpocyahascaoc; avanhe'; acyevey'; acyav'aclha',ac+lha'ma+clha',a k + ɬ a ʔ m a + k ɬ a ʔ,,unruh1997;kalisch2015;arenas1981,,,,,2101 219 3326,,,"['_:fem', 'one', '_:nom.ob']"
Enlhet-147_muchmany-3,,Enlhet,147_muchmany,aclha'maeclha'; aclha'maclha'; lha'moo'; acpentalhnama; acpentalhnaclha'; tac; soj; caascama; catlaycaoc; motso; acpocyahascaoc; avanhe'; acyevey'; acyav'aclha',lha'mo+o',ɬ a ʔ m o + o ʔ,,unruh1997;kalisch2015;arenas1981,,,,,219 3376,,,"['one', '_:int']"
Enlhet-147_muchmany-4,,Enlhet,147_muchmany,aclha'maeclha'; aclha'maclha'; lha'moo'; acpentalhnama; acpentalhnaclha'; tac; soj; caascama; catlaycaoc; motso; acpocyahascaoc; avanhe'; acyevey'; acyav'aclha',ac+pentalhna+ma,a k + p e n t a ɬ n a + m a,,unruh1997;kalisch2015;arenas1981,,,,,2101 1408 3160,,,"['_:fem', 'many', '_:inf']"
Enlhet-147_muchmany-5,,Enlhet,147_muchmany,aclha'maeclha'; aclha'maclha'; lha'moo'; acpentalhnama; acpentalhnaclha'; tac; soj; caascama; catlaycaoc; motso; acpocyahascaoc; avanhe'; acyevey'; acyav'aclha',ac+pentalhna+clha',a k + p e n t a ɬ n a + k ɬ a ʔ,,unruh1997;kalisch2015;arenas1981,,,,,2101 1408 3326,,,"['_:fem', 'many', '_:nom.ob']"
Enlhet-147_muchmany-6,,Enlhet,147_muchmany,aclha'maeclha'; aclha'maclha'; lha'moo'; acpentalhnama; acpentalhnaclha'; tac; soj; caascama; catlaycaoc; motso; acpocyahascaoc; avanhe'; acyevey'; acyav'aclha',tac,t a k,,unruh1997;kalisch2015;arenas1981,,,,,2653,,,[]
Enlhet-147_muchmany-7,,Enlhet,147_muchmany,aclha'maeclha'; aclha'maclha'; lha'moo'; acpentalhnama; acpentalhnaclha'; tac; soj; caascama; catlaycaoc; motso; acpocyahascaoc; avanhe'; acyevey'; acyav'aclha',soj,s o x ʔ,,unruh1997;kalisch2015;arenas1981,,,,,1409,,,[]
Enlhet-147_muchmany-8,,Enlhet,147_muchmany,aclha'maeclha'; aclha'maclha'; lha'moo'; acpentalhnama; acpentalhnaclha'; tac; soj; caascama; catlaycaoc; motso; acpocyahascaoc; avanhe'; acyevey'; acyav'aclha',caascama,k aː s k a m a,,unruh1997;kalisch2015;arenas1981,,,,,3382,,,[]
Enlhet-147_muchmany-9,,Enlhet,147_muchmany,aclha'maeclha'; aclha'maclha'; lha'moo'; acpentalhnama; acpentalhnaclha'; tac; soj; caascama; catlaycaoc; motso; acpocyahascaoc; avanhe'; acyevey'; acyav'aclha',cat+laycaoc,k a t + l ai k a o k,,unruh1997;kalisch2015;arenas1981,,,,,3282 219 3383,,,"['long', '?']"
Enlhet-147_muchmany-10,,Enlhet,147_muchmany,aclha'maeclha'; aclha'maclha'; lha'moo'; acpentalhnama; acpentalhnaclha'; tac; soj; caascama; catlaycaoc; motso; acpocyahascaoc; avanhe'; acyevey'; acyav'aclha',motso,m o ts o,,unruh1997;kalisch2015;arenas1981,,,,,217,,,[]
Enlhet-147_muchmany-11,,Enlhet,147_muchmany,aclha'maeclha'; aclha'maclha'; lha'moo'; acpentalhnama; acpentalhnaclha'; tac; soj; caascama; catlaycaoc; motso; acpocyahascaoc; avanhe'; acyevey'; acyav'aclha',ac+pocyahascaoc,a k + p o k j a h a s k a o k,,unruh1997;kalisch2015;arenas1981,,,,,2101 3382,,,"['_:fem', 'many']"
Enlhet-147_muchmany-12,,Enlhet,147_muchmany,aclha'maeclha'; aclha'maclha'; lha'moo'; acpentalhnama; acpentalhnaclha'; tac; soj; caascama; catlaycaoc; motso; acpocyahascaoc; avanhe'; acyevey'; acyav'aclha',avanhe',a w a n h e ʔ,,unruh1997;kalisch2015;arenas1981,,,,,3384,,,[]
Enlhet-147_muchmany-13,,Enlhet,147_muchmany,aclha'maeclha'; aclha'maclha'; lha'moo'; acpentalhnama; acpentalhnaclha'; tac; soj; caascama; catlaycaoc; motso; acpocyahascaoc; avanhe'; acyevey'; acyav'aclha',ac+yevey',a k + j e w ei ʔ,,unruh1997;kalisch2015;arenas1981,,,,,2101 3385 3326,,,"['_:fem', 'big']"
Enlhet-147_muchmany-14,,Enlhet,147_muchmany,aclha'maeclha'; aclha'maclha'; lha'moo'; acpentalhnama; acpentalhnaclha'; tac; soj; caascama; catlaycaoc; motso; acpocyahascaoc; avanhe'; acyevey'; acyav'aclha',ac+yav'a+clha',a k + j a w + ʔ a k ɬ a ʔ,,unruh1997;kalisch2015;arenas1981,,,,,2101 3385 3326,,,"['_:fem', 'star', '_:nom']"
Enlhet-39_sit-1,,Enlhet,39_sit,nentahanma; nengma,nen+tahan+ma,n e n + t a h a n + m a,,unruh1997;kalisch2015;arenas1981,,,,,3148 2138 3160,,,"['_:1pl', 'sit', '_:inf']"
Enlhet-39_sit-2,,Enlhet,39_sit,nentahanma; nengma,neng+ma,n e ŋ + m + a,,unruh1997;kalisch2015;arenas1981,,,,,3161 3391,,,"['_:1pl', 'sit', '_:inf']"
Enlhet-35_spider-1,,Enlhet,35_spider,savaalac; yavayque'; melanma,savaalac,s a w aː l a k,,unruh1997;kalisch2015;arenas1981,,,,,234,,,['spider']
Enlhet-35_spider-2,,Enlhet,35_spider,savaalac; yavayque'; melanma,yavayque',j a w ai k e ʔ,,unruh1997;kalisch2015;arenas1981,,,,,3402,,,[]
Enlhet-35_spider-3,,Enlhet,35_spider,savaalac; yavayque'; melanma,melanma,m e l a n m a,,unruh1997;kalisch2015;arenas1981,,,,,3403,,,[]
Enlhet-150_ten-1,,Enlhet,150_ten,savhooc-emeoc; tyes,savhoo+c-emeoc,s a w h oː k + e + m e o k,,unruh1997;kalisch2015;arenas1981,,,,,3439 2175 3440,,,"['complete', '_:poss', 'hands']"
Enlhet-150_ten-2,,Enlhet,150_ten,savhooc-emeoc; tyes,tyes,t j e s,,unruh1997;kalisch2015;arenas1981,,,,,3441,,,[]
Enlhet-132_float-1,,Enlhet,132_float,acpatmeeycam' yengmen,ac+patme+eycam' yengmen,a k + p a t m e + ei k a m ʔ + j e ŋ m e n,,unruh1997;kalisch2015;arenas1981,,,,,2101 3442 2187 3216,,,"['_:fem', 'carry', '_:loc', 'water']"
Enlhet-128_flea-1,,Enlhet,128_flea,maaleng-ascoc; semheng-ascoc; tata'-ascoc; lhaapen-'pascoc; pomaap-apascoc,maaleng-ascoc,m aː l e ŋ + a s k o k,,unruh1997;kalisch2015;arenas1981,,,,,3457 3458,,,"['fox', 'bug']"
Enlhet-128_flea-2,,Enlhet,128_flea,maaleng-ascoc; semheng-ascoc; tata'-ascoc; lhaapen-'pascoc; pomaap-apascoc,semheng-ascoc,s e m h e ŋ + a s k o k,,unruh1997;kalisch2015;arenas1981,,,,,3173 3458,,,"['dog', 'bug']"
Enlhet-128_flea-3,,Enlhet,128_flea,maaleng-ascoc; semheng-ascoc; tata'-ascoc; lhaapen-'pascoc; pomaap-apascoc,tata'-ascoc,t a t a ʔ + a s k o k,,unruh1997;kalisch2015;arenas1981,,,,,3447 3458,,,"['chicken', 'bug']"
Enlhet-128_flea-4,,Enlhet,128_flea,maaleng-ascoc; semheng-ascoc; tata'-ascoc; lhaapen-'pascoc; pomaap-apascoc,lhaapen-'pascoc,ɬ aː p e n + ʔ p + a s k o k,,unruh1997;kalisch2015;arenas1981,,,,,3457 3459,,,"['ostrich', '_:poss', 'bug']"
Enlhet-128_flea-5,,Enlhet,128_flea,maaleng-ascoc; semheng-ascoc; tata'-ascoc; lhaapen-'pascoc; pomaap-apascoc,pomaap-apascoc,p o m aː p + a p + a s k o k,,unruh1997;kalisch2015;arenas1981,,,,,3460 3458,,,"['pig', '_:poss', 'bug']"
Enlhet-166_deer-1,,Enlhet,166_deer,popyet; lanaep,popyet,p o p j e t,,unruh1997;kalisch2015;arenas1981,,,,,3463,,,['deer']
Enlhet-166_deer-2,,Enlhet,166_deer,popyet; lanaep,lanaep,l a n a e p,,unruh1997;kalisch2015;arenas1981,,,,,3464,,,['deer']
Enlhet-42_hairhead-1,,Enlhet,42_hairhead,engva',eng+va',e ŋ + w a ʔ,,unruh1997;kalisch2015;arenas1981,,,,,3143 3190,,,"['_:poss', 'hair']"
Enlhet-254_penis-1,,Enlhet,254_penis,entelhla',en+telhla',e n + t e ɬ l a ʔ,,unruh1997;kalisch2015;arenas1981,,,,,3163 2735,,,"['_:poss', 'penis']"
Enlhet-201_testicle-1,,Enlhet,201_testicle,empopoc,em+popoc,e m + p o p o k,,unruh1997;kalisch2015;arenas1981,,,,,3145 3488,,,"['_:poss', 'testicles']"
Enlhet-124_bed-1,,Enlhet,124_bed,yetnamaclha-neeten; nengyetnamaclha-neeten,yetna+ma+clha-neeten,j e t n a + m + a k ɬ a + n eː t e n,,unruh1997;kalisch2015;arenas1981,,,,,3252 1543 2233 3247,,,"['lie', '_:ind', 'above']"
Enlhet-143_plantvb-1,,Enlhet,143_plantvb,nenganma; nengenaeclha' (yaamet avhac / peheya lhquepcoc,neng+an+ma,n e ŋ + a n + m a,,unruh1997;kalisch2015;arenas1981,,,,,3161 3494 3160,,,"['_:1pl', 'plant', '_:inf']"
Enlhet-143_plantvb-2,,Enlhet,143_plantvb,nenganma; nengenaeclha' (yaamet avhac / peheya lhquepcoc,neng+en+a+eclha',n e ŋ + e n + a e k ɬ a ʔ,,unruh1997;kalisch2015;arenas1981,,,,,3161 3494 2766 3372,,,"['_:1pl', 'plant', '_:nom.ob']"
Enlhet-123_burnvbintrans-1,,Enlhet,123_burnvbintrans,acmeesma,ac+mees+ma,a k + m eː s + m a,,unruh1997;kalisch2015;arenas1981,,,,,2101 3506 3160,,,"['_:fem', 'burn', '_:inf']"
Enlhet-158_nine-1,,Enlhet,158_nine,nooc-nekha'-mooc-eemec; nueve,nooc-nekha'-mooc-eemec,n oː k + n e kʰ a ʔ + m oː k + eː m e k,,unruh1997;kalisch2015;arenas1981,,,,,3509 2795 3510 3511,,,"['?', 'side', 'other', 'hand']"
Enlhet-156_seven-1,,Enlhet,156_seven,a'net-mooc-eemec; syete,a'net-mooc-eemec,a ʔ n e t + m oː k + eː m e k,,unruh1997;kalisch2015;arenas1981,,,,,3337 3510 3511,,,"['two', 'other', 'hand']"
Enlhet-169_knife-1,,Enlhet,169_knife,sovov,sovov,s o w o w,,unruh1997;kalisch2015;arenas1981,,,,,3524,,,[]
Enlhet-170_needle-1,,Enlhet,170_needle,quetaama',quetaama',k e t aː m a ʔ,,unruh1997;kalisch2015;arenas1981,,,,,2820,,,[]
Enlhet-155_six-1,,Enlhet,155_six,lhama-mooc-eemec; seis,lhama-mooc-eemec,ɬ a m a + m oː k + eː m e k,,unruh1997;kalisch2015;arenas1981,,,,,3316 3510 3511,,,"['one', 'other', 'hand']"
Enlhet-209_oldman-1,,Enlhet,209_oldman,quelaphopa; seta pvaanyam',quelaphopa,k e l a pʰ o p a,,unruh1997;kalisch2015;arenas1981,,,,,3538,,,[]
Enlhet-209_oldman-2,,Enlhet,209_oldman,quelaphopa; seta pvaanyam',seta pvaanyam',s e t a + p + w aː n j a m ʔ,,unruh1997;kalisch2015;arenas1981,,,,,3 5 3   3 4 3 1   ?,,,"['grandfather', '_:masc', 'old']"
Enlhet-151_twenty-1,,Enlhet,151_twenty,savhooc-emancoc; veinte,savhooc-emancoc,s a w h oː k + e + m a n k o k,,unruh1997;kalisch2015;arenas1981,,,,,3543 872,,,"['complete', '_:poss', 'feet']"
Enlhet-157_eight-1,,Enlhet,157_eight,na'atque-mooc-eemec; ocho,na'atque-mooc-eemec,n a ʔ a t k e + m oː k + eː m e k,,unruh1997;kalisch2015;arenas1981,,,,,1665 3510 3511,,,"['three', 'other', 'hand']"
Enlhet-159_cook-1,,Enlhet,159_cook,nenghanma,neng+han+ma,n e ŋ + h a n + m a,,unruh1997;kalisch2015;arenas1981,,,,,3161 2866 3160,,,"['_:1pl', 'cook', '_:inf']"
Enlhet-210_oldwoman-1,,Enlhet,210_oldwoman,quel'apa; seema cvaanyam',quel'apa,k e l ʔ a p a,,unruh1997;kalisch2015;arenas1981,,,,,389,,,[]
Enlhet-210_oldwoman-2,,Enlhet,210_oldwoman,quel'apa; seema cvaanyam',seema cvaanyam',s eː m a + k + w aː n j a m ʔ,,unruh1997;kalisch2015;arenas1981,,,,,3584 3585,,,"['grandmother', '_:pred', 'old']"
Enlhet-142_sap-1,,Enlhet,142_sap,anye'; ayeyva'aoc,anye',a n j e ʔ,,unruh1997;kalisch2015;arenas1981,,,,,3586,,,[]
Enlhet-142_sap-2,,Enlhet,142_sap,anye'; ayeyva'aoc,ayeyva'aoc,a j ei w a ʔ a o k,,unruh1997;kalisch2015;arenas1981,,,,,3587,,,[]
Enlhet-36_spiderweb-1,,Enlhet,36_spiderweb,savaalac-eeten; savaalac taam 'pac,savaalac-eeten,s a w aː l a k + eː t e n,,unruh1997;kalisch2015;arenas1981,,,,,234 3254,,,"['spider', 'smoke']"
Enlhet-36_spiderweb-2,,Enlhet,36_spiderweb,savaalac-eeten; savaalac taam 'pac,savaalac taam 'pac,s a w aː l a k + t aː m + ʔ p a k,,unruh1997;kalisch2015;arenas1981,,,,,234 3589 908,,,"['spider', 'thread', '_:poss']"
Enlhet-160_fox-1,,Enlhet,160_fox,maaleng,maaleng,m aː l e ŋ,,unruh1997;kalisch2015;arenas1981,,,,,3457,,,['fox']
Enlhet-131_insect-1,,Enlhet,131_insect,ascoc,ascoc,a s k o k,,unruh1997;kalisch2015;arenas1981,,,,,3458,,,['bug']
Enlhet-211_mule-1,,Enlhet,211_mule,ye'haycoc,ye'haycoc,j e ʔ h ai k o k,,unruh1997;kalisch2015;arenas1981,,,,,3634,,,['mule']
Enlhet-2_beehive-1,,Enlhet,2_beehive,yavhan aplhangcoc; yaamyavheene plhangcoc,yavhan ap+lhangcoc,j a w h a n + a p + ɬ a ŋ k o k,,unruh1997;kalisch2015;arenas1981,,,,,3452 3431 3345,,,"['bee', '_:poss', 'place']"
Enlhet-2_beehive-2,,Enlhet,2_beehive,yavhan aplhangcoc; yaamyavheene plhangcoc,yaam+yavheen+e p+lhangcoc,j aː m + j a w h eː n + e + p + ɬ a ŋ k o k,,unruh1997;kalisch2015;arenas1981,,,,,3433 3452 960 3431 3345,,,"['_:false', 'bee', '?', '_:poss', 'place']"
Enlhet-40_borntobe-1,,Enlhet,40_borntobe,nenteeyam'; nempalleyaam',nen+tee+yam',n e n + t eː + j a m ʔ,,unruh1997;kalisch2015;arenas1981,,,,,3148 1822 3212,,,"['_:1pl', 'be.born', '_:inf']"
Enlhet-40_borntobe-2,,Enlhet,40_borntobe,nenteeyam'; nempalleyaam',nem+palle+yaam',n e m + p a lː e + j aː m ʔ,,unruh1997;kalisch2015;arenas1981,,,,,3159 3663 3154,,,"['_:1pl', 'be.born', '_:inf']"
Enlhet-121_footprint-1,,Enlhet,121_footprint,engmenec; entamnec,eng+menec,e ŋ + m e n e k,,unruh1997;kalisch2015;arenas1981,,,,,3143 3151,,,"['_:poss', 'foot']"
Enlhet-121_footprint-2,,Enlhet,121_footprint,engmenec; entamnec,en+tamnec,e n + t a m n e k,,unruh1997;kalisch2015;arenas1981,,,,,3163 1589,,,"['_:poss', 'path']"
Enlhet-144_mute-1,,Enlhet,144_mute,camovaana'ay',camo+vaana'ay',k a m o + w aː n a ʔ ai ʔ,,unruh1997;kalisch2015;arenas1981,,,,,2401 3757,,,"['?', '?']"
Enlhet-134_itch-1,,Enlhet,134_itch,acmavsay'; altaclhama engyempehec,ac+m+avs+ay',a k + m + a w s + ai ʔ,,unruh1997;kalisch2015;arenas1981,,,,,2101 1081 3776 3777,,,"['_:fem', '?', 'itch', '_:inf']"
Enlhet-134_itch-2,,Enlhet,134_itch,acmavsay'; altaclhama engyempehec,al+taclhama eng+yempehec,a l + t a k ɬ a + m a + e ŋ + j e m p e h e k,,unruh1997;kalisch2015;arenas1981,,,,,3778 3779 3143 3780 3781,,,"['_:dist', 'bite', '_:inf', '_:poss', 'body']"
Enlhet-127_cousin-1,,Enlhet,127_cousin,nentemeem engyaalheng'; nentemeem haavoc/engyepma'; nentemeem yaaya/engyaalho',nen+tem+eem eng+yaalheng',n e n + t e m + eː m + e ŋ + j aː ɬ e ŋ ʔ,,unruh1997;kalisch2015;arenas1981,,,,,3148 3800 3801 3143 3103,,,"['_:1pl', 'become', '_:inf', '_:poss', 'younger_sibling']"
Enlhet-127_cousin-2,,Enlhet,127_cousin,nentemeem engyaalheng'; nentemeem haavoc/engyepma'; nentemeem yaaya/engyaalho',nen+tem+eem haavoc,n e n + t e m + eː m + h aː w o k,,unruh1997;kalisch2015;arenas1981,,,,,3148 3800 3801 3802,,,"['_:1pl', 'become', '_:inf', 'older_brother']"
Enlhet-127_cousin-3,,Enlhet,127_cousin,nentemeem engyaalheng'; nentemeem haavoc/engyepma'; nentemeem yaaya/engyaalho',eng+yepma',e ŋ + j e p m a ʔ,,unruh1997;kalisch2015;arenas1981,,,,,3143 3103,,,"['_:poss', 'older_brother']"
Enlhet-127_cousin-4,,Enlhet,127_cousin,nentemeem engyaalheng'; nentemeem haavoc/engyepma'; nentemeem yaaya/engyaalho',nen+tem+eem yaaya,n e n + t e m + eː m + j aː j a,,unruh1997;kalisch2015;arenas1981,,,,,3148 3800 3801 2435,,,"['_:1pl', 'become', '_:inf', 'older_sister']"
Enlhet-127_cousin-5,,Enlhet,127_cousin,nentemeem engyaalheng'; nentemeem haavoc/engyepma'; nentemeem yaaya/engyaalho',eng+yaalho',e ŋ + j aː ɬ o ʔ,,unruh1997;kalisch2015;arenas1981,,,,,3143 3103,,,"['_:poss', 'older_sister']"
Enlhet-137_potter-1,,Enlhet,137_potter,quellaaney'o-yaatengva'alhva,quellaaney'o-yaatengva'alhva,k e l + l aː n ei + ʔ o + j aː t e ŋ w a ʔ a ɬ w a,,unruh1997;kalisch2015;arenas1981,,,,,3811 3812,,,"['_:dist', 'make', '_:nmlz', 'bowl']"
Enlhet-165_write-1,,Enlhet,165_write,nentaalhoscama; nengelcahascama,nen+taalhos+cama,n e n + t aː ɬ o + s k a m a,,unruh1997;kalisch2015;arenas1981,,,,,3148 3820 932,,,"['_:1pl', 'write', '_:caus']"
Enlhet-165_write-2,,Enlhet,165_write,nentaalhoscama; nengelcahascama,neng+elcaha+scama,n e ŋ + e l + k a h a + s k a m a,,unruh1997;kalisch2015;arenas1981,,,,,3161 3820 932,,,"['_:1pl', '_:dist', 'draw', '_:caus']"
Guarani-163_see-1,,Guarani,163_see,ohecha,hecha,h e ʃ a,,guasch1995;seelwische1980;carol2018,,,,,553,,,['eye']
Guarani-37_husband-1,,Guarani,37_husband,ména,ména,m e n a,,guasch1995;seelwische1980;carol2018,,,,,3148,,,[]
Guarani-38_wife-1,,Guarani,38_wife,tembireko,t+embireko,t + e ⁿb i r e k o,,guasch1995;seelwische1980;carol2018,,,,,541 556,,,"['_:poss', 'wife']"
Guarani-138_hear-1,,Guarani,138_hear,ohendu,hendu,h e n d u,,guasch1995;seelwische1980;carol2018,,,,,1180 557,,,[]
Guarani-130_louse-1,,Guarani,130_louse,ky,ky,k ɨ,,guasch1995;seelwische1980;carol2018,,,,,562,,,[]
Guarani-129_dog-1,,Guarani,129_dog,jagua,jagua,dʒ a ɣ w a,,guasch1995;seelwische1980;carol2018,,,,,1158,,,[]
Guarani-120_leg-1,,Guarani,120_leg,tetyma,t+etyma,t + e t ɨ m a,,guasch1995;seelwische1980;carol2018,,,,,541 571,,,"['_:poss', 'leg']"
Guarani-125_sleep-1,,Guarani,125_sleep,oke,o+ke,k e,,guasch1995;seelwische1980;carol2018,,,,,1180 576,,,[]
Guarani-44_feather-1,,Guarani,44_feather,tague,t+ague,t + a ɣ w e,,guasch1995;seelwische1980;carol2018,,,,,541 3851,,,"['_:poss', 'feather']"
Guarani-139_earthgroundsoil-1,,Guarani,139_earthgroundsoil,yvy,yvy,ɨ ʋ ɨ,,guasch1995;seelwische1980;carol2018,,,,,583,,,[]
Guarani-154_four-1,,Guarani,154_four,irundy,irundy,i r u n d ɨ,,guasch1995;seelwische1980;carol2018,,,,,83,,,[]
Guarani-167_yellow-1,,Guarani,167_yellow,sa'yju,sa'yju,s a ʔ ɨ dʒ u,,guasch1995;seelwische1980;carol2018,,,,,3853,,,[]
Guarani-133_flyvb-1,,Guarani,133_flyvb,oveve,veve,ʋ e ʋ e,,guasch1995;seelwische1980;carol2018,,,,,1180 591,,,[]
Guarani-164_dust-1,,Guarani,164_dust,yvy timbo,yvy+timbo,ɨ ʋ ɨ + t i ⁿb o,,guasch1995;seelwische1980;carol2018,,,,,599 3856,,,"['earth', 'dust']"
Guarani-168_star-1,,Guarani,168_star,mbyja,mbyja,ⁿb ɨ dʒ a,,guasch1995;seelwische1980;carol2018,,,,,605,,,[]
Guarani-145_nearadv-1,,Guarani,145_nearadv,"águi, ypype",águi,a ɣ w i,,guasch1995;seelwische1980;carol2018,,,,,615,,,[]
Guarani-145_nearadv-2,,Guarani,145_nearadv,"águi, ypype",ypy+pe,ɨ + p ɨ + p e,,guasch1995;seelwische1980;carol2018,,,,,3860 3861,,,"['_:poss', 'foot', '_:in']"
Guarani-43_leaf-1,,Guarani,43_leaf,togue,t+ogue,t + o ɣ w e,,guasch1995;seelwische1980;carol2018,,,,,541 623,,,"['_:poss', 'leaf']"
Guarani-140_where-1,,Guarani,140_where,"moõ, mamo",moõ,m o õ,,guasch1995;seelwische1980;carol2018,,,,,1275,,,[]
Guarani-141_how-1,,Guarani,141_how,mba'éichapa,mba'é+icha+pa,ⁿb a ʔ e + i ʃ a + p a,,guasch1995;seelwische1980;carol2018,,,,,3278 3276 2579,,,"['what', '_:comp', '_:int']"
Guarani-153_three-1,,Guarani,153_three,mbohapy,mbohapy,ⁿb o h a p ɨ,,guasch1995;seelwische1980;carol2018,,,,,646,,,[]
Guarani-146_faradv-1,,Guarani,146_faradv,mombyry,mombyry,m o ⁿb ɨ r ɨ,,guasch1995;seelwische1980;carol2018,,,,,649,,,[]
Guarani-162_drink-1,,Guarani,162_drink,y'u,y+'u,ɨ + ʔ u,,guasch1995;seelwische1980;carol2018,,,,,652 138,,,"['water', 'eat']"
Guarani-253_flower-1,,Guarani,253_flower,yvoty,yvoty,ɨ ʋ o t ɨ,,guasch1995;seelwische1980;carol2018,,,,,3869 653,,,[]
Guarani-41_fall-1,,Guarani,41_fall,"a (ha'a, re'a), x",a,a,,guasch1995;seelwische1980;carol2018,,,,,656,,,[]
Guarani-148_short-1,,Guarani,148_short,mbyky,mbyky,ⁿb ɨ k ɨ,,guasch1995;seelwische1980;carol2018,,,,,3874,,,[]
Guarani-149_five-1,,Guarani,149_five,po,po,p o,,guasch1995;seelwische1980;carol2018,,,,,3878,,,['hand']
Guarani-192_grass-1,,Guarani,192_grass,kapi'ipe,kapi'i+pe,k a p i ʔ i + p e,,guasch1995;seelwische1980;carol2018,,,,,674 2107,,,"['grass', '_:in']"
Guarani-152_one-1,,Guarani,152_one,peteĩ,peteĩ,p e t e ĩ,,guasch1995;seelwische1980;carol2018,,,,,676,,,[]
Guarani-135_two-1,,Guarani,135_two,mokõi,mokõi,m o k õi,,guasch1995;seelwische1980;carol2018,,,,,687,,,[]
Guarani-15_long-1,,Guarani,15_long,puku,puku,p u k u,,guasch1995;seelwische1980;carol2018,,,,,688,,,[]
Guarani-136_littlequantityfew-1,,Guarani,136_littlequantityfew,mbovy,mbovy,ⁿb o ʋ ɨ,,guasch1995;seelwische1980;carol2018,,,,,711,,,[]
Guarani-147_muchmany-1,,Guarani,147_muchmany,heta,heta,h + e t a,,guasch1995;seelwische1980;carol2018,,,,,217,,,"['_:3sg', 'many']"
Guarani-39_sit-1,,Guarani,39_sit,guapy,guapy,ɣ w a p ɨ,,guasch1995;seelwische1980;carol2018,,,,,717,,,[]
Guarani-35_spider-1,,Guarani,35_spider,ñandu,ñandu,ɲ a n d u,,guasch1995;seelwische1980;carol2018,,,,,736,,,[]
Guarani-126_liedown-1,,Guarani,126_liedown,oñeno,o+ñeno,ɲ e n o,,guasch1995;seelwische1980;carol2018,,,,,1180 259,,,[]
Guarani-150_ten-1,,Guarani,150_ten,pa,pa,p a,,guasch1995;seelwische1980;carol2018,,,,,2702,,,['complete']
Guarani-132_float-1,,Guarani,132_float,vevui,vevui,ʋ e ʋ ui,,guasch1995;seelwische1980;carol2018,,,,,770,,,[]
Guarani-128_flea-1,,Guarani,128_flea,tungusu,tungusu,t u n g u s u,,guasch1995;seelwische1980;carol2018,,,,,1497,,,[]
Guarani-166_deer-1,,Guarani,166_deer,guasu,guasu,ɣ w a s u,,guasch1995;seelwische1980;carol2018,,,,,781,,,[]
Guarani-42_hairhead-1,,Guarani,42_hairhead,tague,t+ague,t + a ɣ w e,,guasch1995;seelwische1980;carol2018,,,,,541 2728,,,"['_.poss', 'hair']"
Guarani-254_penis-1,,Guarani,254_penis,tembo,t+embo,t + e ⁿb o,,guasch1995;seelwische1980;carol2018,,,,,541 793,,,"['_:poss', 'penis']"
Guarani-201_testicle-1,,Guarani,201_testicle,taỹi,t+aỹi,t + a ɨ̃ i,,guasch1995;seelwische1980;carol2018,,,,,541 807,,,"['_:poss', 'testicle']"
Guarani-124_bed-1,,Guarani,124_bed,tupa,t+upa,t + u p a,,guasch1995;seelwische1980;carol2018,,,,,541 819,,,"['_:poss', 'bed']"
Guarani-143_plantvb-1,,Guarani,143_plantvb,añoty,ñoty,ɲ o t ɨ,,guasch1995;seelwische1980;carol2018,,,,,2766 823,,,[]
Guarani-123_burnvbintrans-1,,Guarani,123_burnvbintrans,"kai, jepota, tendy",kai,k a i,,guasch1995;seelwische1980;carol2018,,,,,329,,,[]
Guarani-123_burnvbintrans-2,,Guarani,123_burnvbintrans,"kai, jepota, tendy",jepota,dʒ e p o t a,,guasch1995;seelwische1980;carol2018,,,,,328,,,[]
Guarani-123_burnvbintrans-3,,Guarani,123_burnvbintrans,"kai, jepota, tendy",h+endy,h + e n d ɨ,,guasch1995;seelwische1980;carol2018,,,,,541 328,,,"['_:3sg', 'flame']"
Guarani-158_nine-1,,Guarani,158_nine,porundy,porundy,p o + r u n d ɨ,,guasch1995;seelwische1980;carol2018,,,,,2794,,,"['five', 'four']"
Guarani-156_seven-1,,Guarani,156_seven,pokõi,pokõi,p o + k õ i,,guasch1995;seelwische1980;carol2018,,,,,3909,,,"['five', 'two']"
Guarani-169_knife-1,,Guarani,169_knife,kyse,kyse,k ɨ s e,,guasch1995;seelwische1980;carol2018,,,,,343,,,[]
Guarani-170_needle-1,,Guarani,170_needle,ju,ju,dʒ u,,guasch1995;seelwische1980;carol2018,,,,,854,,,[]
Guarani-155_six-1,,Guarani,155_six,poteĩ,poteĩ,p o + t e ĩ,,guasch1995;seelwische1980;carol2018,,,,,3916,,,"['five', 'one']"
Guarani-209_oldman-1,,Guarani,209_oldman,tuja,tuja,t u dʒ a,,guasch1995;seelwische1980;carol2018,,,,,353,,,[]
Guarani-151_twenty-1,,Guarani,151_twenty,mokoĩ-pa,mokoĩ+pa,m o k oĩ + p a,,guasch1995;seelwische1980;carol2018,,,,,872 3920,,,"['two', 'all']"
